report,site_name_verdict,site_name_gold,site_name_workflow,pottery_verdict,pottery_gold,pottery_workflow,typology_verdict,typology_gold,typology_workflow,start_date_verdict,start_date_gold,start_date_workflow,end_date_verdict,end_date_gold,end_date_workflow
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman bowl,Late roman bowl,exact,Alzey 28,Alzey 28,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage vessel,Late roman storage vessel,exact,Alzey 29,Alzey 29,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Coarse ware bowl,Coarse ware bowl,exact,Niederbieber 104,NB 104,exact,100,100,exact,300,300
table_1,incorrect,Voerendaal-Ten Hove,,exact,Trier bowl,Trier bowl,exact,"Trier III, 40a","Trier III, 40a",exact,280,280,exact,355,355
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman cooking pot,Late roman cooking pot,exact,Alzey 27,Alzey 27,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage jar,Late roman storage jar,exact,Alzey 30,Alzey 30,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman lid,Late roman lid,exact,Alzey 34,Alzey 34,exact,300,300,exact,420,420
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman bowl,Late roman bowl,exact,Alzey 28,Alzey 28,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman cooking pot,Late roman cooking pot,exact,Alzey 27,Alzey 27,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage vessel,Late roman storage vessel,exact,Alzey 29,Alzey 29,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Coarse ware bowl,Coarse ware bowl,exact,Niederbieber 104 cf.,NB 104,exact,100,100,exact,300,300
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage jar,Late roman storage jar,exact,Alzey 30,Alzey 30,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman bowl,Late roman bowl,exact,Alzey 28 cf.,Alzey 28,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Cheese strainer,Cheese strainer,exact,FG1a,FG1a,exact,40,40,exact,120,120
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman cooking pot,Late roman cooking pot,exact,Alzey 27,Alzey 27,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Coarse ware cooking pot,Coarse ware cooking pot,exact,Niederbieber 89,NB 89,exact,150,150,exact,300,300
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage jar,Late roman storage jar,exact,Alzey 30,Alzey 30,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage vessel,Late roman storage vessel,exact,Alzey 29,Alzey 29,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Trier bowl,Trier bowl,exact,"Trier III, 40a","Trier III, 40a",exact,280,280,exact,355,355
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman storage vessel,Late roman storage vessel,exact,Alzey 29,Alzey 29,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman dish,Late roman dish,exact,Alzey 33 cf,Alzey 33,exact,350,350,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Late Roman cooking pot,Late roman cooking pot,exact,Alzey 27,Alzey 27,exact,300,300,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Bowl,Bowl,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Bowl/Jar,Bowl/jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Bowl/Jar,Bowl/jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Dolium,Dolium,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jar,Jar,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jug,Jug,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Jug,Jug,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Plate,Plate,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Plate,Plate,exact,,,exact,270,270,exact,450,450
table_1,incorrect,Voerendaal-Ten Hove,,exact,Plate,Plate,exact,,,exact,270,270,exact,450,450
table_1,overclaim,,,overclaim,,Amphora,overclaim,,,overclaim,,270,overclaim,,450
table_2,exact,508067,508067,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
table_2,incorrect,508067,500203,exact,Pottery,Pottery,exact,,,incorrect,70,-12,incorrect,270,450
table_2,incorrect,500203,500205,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
table_2,incorrect,500205,500218,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
table_2,incorrect,500218,500219,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
table_2,incorrect,500219,500227,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
table_2,exact,500227,500227,exact,Terra sigillata,Terra sigillata,exact,,,exact,-12,-12,exact,450,450
table_2,exact,500227,500227,exact,Flagon ware,Flagon ware,exact,,,exact,-12,-12,exact,450,450
table_2,exact,500383,500383,exact,Pottery,Pottery,exact,,,exact,-12,-12,exact,450,450
table_2,exact,500227,500227,acceptable,Dolium,Dolia,exact,,,exact,-12,-12,exact,450,450
table_2,exact,500227,500227,acceptable,Cooking pot,Cooking pots,exact,,,exact,-12,-12,exact,450,450
table_2,missing,500050,,missing,Pottery,,missing,,,missing,-250,,missing,-12,
table_2,missing,508040,,missing,Handmade ware pot,,missing,,,missing,-250,,missing,-12,
table_3,incorrect,Nijmegen,,exact,Arretina,Arretina,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Fine ware,Fine ware,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Gallo-Belgic ware,Gallo-Belgic ware,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Pompeian red ware,Pompeian red ware,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Smooth ware,Smooth ware,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Coarse ware,Coarse ware,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Cork ware,Cork ware,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,exact,Handmade pottery,Handmade pottery,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,acceptable,Amphora,Amphorae,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,acceptable,Dolium,Dolia,exact,,,exact,-19,-19,exact,-16,-16
table_3,incorrect,Nijmegen,,acceptable,Mortarium,Mortaria,exact,,,exact,-19,-19,exact,-16,-16
table_4,incorrect,Nijmegen,,exact,Baetica defrutum amphora,Baetica defrutum amphora,exact,Haltern 70,Haltern 70,exact,-50,-50,exact,100,100
table_4,incorrect,Nijmegen,,exact,Spanish fish sauce amphora,Spanish fish sauce amphora,exact,Dressel 7-11,Dressel 7-11,incorrect,-20,-30,incorrect,90,60
table_4,incorrect,Nijmegen,,exact,Spanish fish sauce amphora,Spanish fish sauce amphora,exact,Dressel 7,Dressel 7,exact,-30,-30,exact,60,60
table_4,incorrect,Nijmegen,,exact,Spanish fish sauce amphora,Spanish fish sauce amphora,exact,Dressel 7-11,Dressel 7-11,incorrect,-20,-30,incorrect,90,60
table_4,incorrect,Nijmegen,,exact,Spanish fish sauce amphora,Spanish fish sauce amphora,exact,Dressel 12,Dressel 12,exact,-20,-20,exact,80,80
table_4,incorrect,Nijmegen,,exact,Italian wine amphora,Italian wine amphora,exact,Dressel 1B,Dressel 1B,incorrect,-130,-150,exact,-10,-10
table_4,incorrect,Nijmegen,,acceptable,Amphora,Adriatic wine amphora,exact,Lamboglia 2/Dressel 6A,Lamboglia 2/Dressel 6A,exact,-130,-130,incorrect,70,-30
table_4,incorrect,Nijmegen,,acceptable,Amphora,Italian/spanish wine amphora,exact,Dressel 2-5,Dressel 2-5,exact,-30,-30,incorrect,250,150
table_4,incorrect,Nijmegen,,exact,pottery,Pottery,exact,Oberaden 83,Oberaden 83,exact,-11,-11,exact,-7,-7
table_4,incorrect,Nijmegen,,exact,Coarse ware vessel,Coarse ware vessel,exact,Camulodunum 184,Camulodunum 184,exact,43,43,exact,250,250
table_4,incorrect,Nijmegen,,exact,Knidian wine amphora,Knidian wine amphora,exact,Pompeii 38,Pompeii 38,exact,-50,-50,exact,100,100
table_4,incorrect,Nijmegen,,exact,Tarraconensian wine amphora,Tarraconensian wine amphora,exact,Pascual 1,Pascual 1,exact,-100,-100,exact,-20,-20
table_4,incorrect,Nijmegen,,exact,Amphora,Amphora,exact,Haltern 59,Haltern 59,exact,-15,-15,exact,25,25
table_4,incorrect,Nijmegen,,exact,pottery,Pottery,exact,Oberaden 21,Oberaden 21,incorrect,-11,-10,incorrect,-7,-10
table_4,incorrect,Nijmegen,,acceptable,Flagon,Jug,exact,Stuart 133/Oberaden 52,Stuart 133/Oberaden 52,exact,70,70,exact,250,250
table_4,incorrect,Nijmegen,,exact,Smooth-walled honey pot,Smooth-walled honey pot,exact,Stuart 146,Stuart 146,exact,100,100,exact,300,300
table_4,incorrect,Nijmegen,,exact,pottery,Pottery,exact,Stuart 147,Stuart 147,exact,70,70,exact,250,250
table_4,incorrect,Nijmegen,,exact,Amphora,Amphora,exact,,,acceptable,-20,-10,exact,-10,-10
table_4,incorrect,Nijmegen,,exact,jug,Jug,incorrect,Stuart 103/Oberaden 43,Stuart 103/ Oberaden 43,incorrect,70,-10,incorrect,250,-10
table_4,incorrect,Nijmegen,,exact,Smooth-walled jug,Smooth-walled jug,incorrect,Stuart 131/Oberaden 48-49,Stuart 131/ Oberaden 48,exact,120,120,exact,300,300
table_4,incorrect,Nijmegen,,exact,Terra sigillata,Terra sigillata,exact,,,exact,-27,-27,exact,14,14
table_4,incorrect,Nijmegen,,acceptable,Amphora,Amphorae,exact,,,acceptable,-20,-27,acceptable,-10,14
table_4,incorrect,Nijmegen,,acceptable,Dolium,Dolia,exact,,,exact,-27,-27,exact,14,14
table_4,missing,Nijmegen,,missing,Amphora,,missing,,,missing,-20,,missing,-10,
table_4,missing,Nijmegen,,missing,Amphora,,missing,,,missing,-20,,missing,-10,
table_4,missing,Nijmegen,,missing,Beaker,,missing,,,missing,-27,,missing,14,
table_4,missing,Nijmegen,,missing,Cooking pot,,missing,,,missing,-27,,missing,14,
table_4,missing,Nijmegen,,missing,Pot,,missing,,,missing,-20,,missing,-10,
table_4,overclaim,,,overclaim,,Pottery,overclaim,,Oberaden 48-49,overclaim,,-11,overclaim,,-7
table_4,overclaim,,,overclaim,,Pompeian red ware,overclaim,,,overclaim,,-10,overclaim,,-10
table_4,overclaim,,,overclaim,,Mortaria,overclaim,,,overclaim,,-27,overclaim,,14
table_4,overclaim,,,overclaim,,handmade,overclaim,,,overclaim,,-27,overclaim,,14
table_4,overclaim,,,overclaim,,Dolia,overclaim,,,overclaim,,-27,overclaim,,14
table_4,overclaim,,,overclaim,,Dolia,overclaim,,,overclaim,,-27,overclaim,,14
table_5,incorrect,Kerkrade-Holzkuil,,exact,Terra nigra flask-shaped pot,Terra nigra flask-shaped pot,exact,Holwerda 25,holwerda 25,exact,-30,-30,exact,70,70
table_5,incorrect,Kerkrade-Holzkuil,,exact,Terra nigra round-oval pot,Terra nigra round-oval pot,exact,Holwerda 27,Holwerda 27,exact,-25,-25,exact,70,70
table_5,incorrect,Kerkrade-Holzkuil,,exact,rough-walled Nijmegen pottery,Rough-walled nijmegen pottery,exact,Holwerda 66,Holwerda 66,exact,-20,-20,exact,120,120
table_5,incorrect,Kerkrade-Holzkuil,,exact,Terra nigra plate,Terra nigra plate,exact,Holwerda 81,Holwerda 81,exact,-30,-30,exact,70,70
table_5,incorrect,Kerkrade-Holzkuil,,exact,Handmade cork urn,Handmade cork urn,exact,Holwerda 94,Holwerda 94,exact,-100,-100,exact,80,80
table_5,incorrect,Kerkrade-Holzkuil,,exact,Color-coated beaker,Color-coated beaker,exact,Niederbieber 33,Niederbieber 33,incorrect,150,1,incorrect,300,100
table_5,incorrect,Kerkrade-Holzkuil,,exact,Terra nigra,Terra nigra,exact,,,exact,1,1,incorrect,300,100
table_5,incorrect,Kerkrade-Holzkuil,,exact,Terra nigra,Terra nigra,exact,,,exact,1,1,incorrect,300,100
table_5,incorrect,Kerkrade-Holzkuil,,exact,Beaker,Beaker,exact,,,incorrect,1,,incorrect,300,
table_5,incorrect,Kerkrade-Holzkuil,,acceptable,Terra nigra pot,Terra rubra,exact,,,exact,1,1,incorrect,300,100
table_5,missing,Kerkrade-Holzkuil,,missing,Indeterminate,,missing,,,missing,1,,missing,300,
table_5,overclaim,,,overclaim,,Terra rubra,overclaim,,,overclaim,,1,overclaim,,100
table_5,overclaim,,,overclaim,,Terra nigra,overclaim,,,overclaim,,1,overclaim,,100
table_5,overclaim,,,overclaim,,Terra nigra,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,pot,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,onbekend,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,indet,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,indet,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Beaker,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Cork urn,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Terra nigra,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Terra rubra,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Cork urns,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Terra nigra,overclaim,,,overclaim,,201,overclaim,,300
table_5,overclaim,,,overclaim,,Terra nigra,overclaim,,,overclaim,,201,overclaim,,300
table_5,overclaim,,,overclaim,,Painted beakers,overclaim,,,overclaim,,201,overclaim,,300
table_5,overclaim,,,overclaim,,Terra nigra,overclaim,,,overclaim,,201,overclaim,,300
table_5,overclaim,,,overclaim,,Cork urns,overclaim,,,overclaim,,201,overclaim,,300
table_5,overclaim,,,overclaim,,Cork urns,overclaim,,,overclaim,,201,overclaim,,300
table_5,overclaim,,,overclaim,,Cork urn,overclaim,,,overclaim,,,overclaim,,
table_5,overclaim,,,overclaim,,Beakers,overclaim,,,overclaim,,,overclaim,,
ocr_1,missing,Englum,,missing,Arretine ware plate,,missing,Conspectus 11,,missing,-30,,missing,30,
ocr_1,overclaim,,,overclaim,,Terra sigillata plate,overclaim,,Haltern 1b,overclaim,,-11,overclaim,,9
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,22-3-6/4056,22-3-6/4056,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,513-2/20-1-67,513-2/20-1-67,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,514-3/20-3-63,514-3/20-3-63,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,711-1/13-1-27,711-1/13-1-27,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,757-10/109-2-5,757-10/109-2-5,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,768-1/15-2-19,768-1/15-2-19,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,768-2/15-2-19,768-2/15-2-19,exact,,,exact,270,270,exact,450,450
ocr_2,incorrect,Voerendaal-Ten Hove,,exact,791-1/95-2-22,791-1/95-2-22,exact,,,exact,270,270,exact,450,450
ocr_3,missing,Heerlen,,missing,Roman ware,,missing,,,missing,101,,missing,200,
ocr_3,overclaim,,,overclaim,,Plates,overclaim,,,overclaim,,,overclaim,,
ocr_3,overclaim,,Hoensbroek,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
ocr_4,incorrect,Heerlen,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 18/31,Dragendorff 18/31,exact,70,70,exact,200,200
ocr_4,incorrect,Heerlen,,exact,Terra sigillata plate,Terra sigillata plate,exact,Dragendorff 32,Dragendorff 32,exact,150,150,exact,300,300
ocr_4,incorrect,Heerlen,,exact,Terra sigillata mortarium,Terra sigillata mortarium,exact,Dragendorff 45,Dragendorff 45,exact,150,150,incorrect,400,260
ocr_4,incorrect,Heerlen,,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 29,Dragendorff 29,exact,15,15,exact,100,100
ocr_4,incorrect,Heerlen,,exact,Terra sigillata decorated bowl,Terra sigillata decorated bowl,exact,Dragendorff 37,Dragendorff 37,exact,70,70,exact,300,300
ocr_4,incorrect,Heerlen,,exact,Terra sigillata,Terra sigillata,exact,,,exact,-12,-12,exact,450,450
ocr_4,incorrect,Heerlen,,exact,Beaker,Beaker,exact,,,incorrect,-12,,incorrect,450,
ocr_4,incorrect,Heerlen,,exact,Terra sigillata,Terra sigillata,exact,,,exact,-12,-12,exact,450,450
ocr_4,incorrect,Heerlen,,acceptable,Native ware,Indigenous pottery,exact,,,exact,-12,-12,exact,450,450
ocr_4,overclaim,,,overclaim,,Dish,overclaim,,,overclaim,,-12,overclaim,,450
ocr_4,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,-12,overclaim,,450
ocr_4,overclaim,,,overclaim,,Bowl,overclaim,,,overclaim,,-12,overclaim,,450
ocr_4,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,-12,overclaim,,450
ocr_4,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,-12,overclaim,,450
ocr_4,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-12,overclaim,,450
ocr_4,overclaim,,,overclaim,,Terra sigillata,overclaim,,,overclaim,,-12,overclaim,,450
ocr_5,incorrect,Coriovallum,,exact,Beaker,Beaker,exact,,,incorrect,-27,,incorrect,20,
ocr_5,incorrect,Coriovallum,,acceptable,Beaker,Aco beaker barbotine type,incorrect,,ACO-beker,acceptable,-27,-25,incorrect,14,50
ocr_5,overclaim,,,overclaim,,Drinking cup,overclaim,,,overclaim,,-12,overclaim,,70
ocr_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-12,overclaim,,70
ocr_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-12,overclaim,,70
ocr_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,-27,overclaim,,14
ocr_5,overclaim,,,overclaim,,Beakers,overclaim,,,overclaim,,,overclaim,,
ocr_5,overclaim,,,overclaim,,Beakers,overclaim,,,overclaim,,,overclaim,,
ocr_5,overclaim,,,overclaim,,Bowl,overclaim,,,overclaim,,80,overclaim,,80
ocr_5,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,1,overclaim,,200
new_rep_1,incorrect,GasUnie trench,,exact,Gallic wine amphora,Gallic wine amphora,exact,Gauloise 4,Gauloise 4,exact,75,75,exact,300,300
new_rep_1,incorrect,GasUnie trench,,exact,Baetican olive oil amphora,Baetican olive oil amphora,exact,Dressel 20,Dressel 20,exact,-10,-10,exact,260,260
new_rep_1,incorrect,GasUnie trench,,exact,Mortarium,Mortarium,exact,Brunsting 37,Brunsting 37,exact,70,70,exact,200,200
new_rep_1,incorrect,GasUnie trench,,exact,Beaker,Beaker,exact,,,incorrect,101,,incorrect,200,
new_rep_1,incorrect,GasUnie trench,,exact,Dolium,Dolium,exact,,,incorrect,,101,incorrect,,200
new_rep_1,incorrect,GasUnie trench,,exact,Dolium,Dolium,exact,,,incorrect,,101,incorrect,,200
new_rep_1,incorrect,GasUnie trench,,exact,Pottery,Pottery,exact,,,incorrect,,-12,incorrect,,450
new_rep_1,incorrect,GasUnie trench,,acceptable,Red coarse ware,Red rough-walled pottery,exact,,,incorrect,,101,incorrect,,200
new_rep_1,incorrect,GasUnie trench,,acceptable,White smooth-walled ware,White smooth-walled pottery,exact,,,incorrect,,101,incorrect,,200
new_rep_1,incorrect,GasUnie trench,,acceptable,Olive oil amphora,Baetican olive oil amphora,incorrect,,Dressel 20,incorrect,,101,incorrect,,200
new_rep_1,incorrect,GasUnie trench,,acceptable,Mortarium,Grinding bowl,exact,,,exact,101,101,incorrect,450,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Painted beaker,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Grinding bowl,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,amfoor,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Dolium,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Grinding bowl,overclaim,,,overclaim,,101,overclaim,,200
new_rep_1,overclaim,,,overclaim,,Pottery,overclaim,,,overclaim,,101,overclaim,,200
