site_id,site_name,toponym,site_literature_ids,literature_link_level,find_id,original_id,ceramic_category,ceramic_type_original,typology,material_original,start_period_original,end_period_original,start_date,end_date,date_span_years,record_weight,original_count,original_count_known,date_type,source,x_coordinate_rd,y_coordinate_rd,comments,original_comments,type_url,material_url,selection_scenario
11927,Schaesberg,Leenderhof,12707;12727,site-level only; not a find-to-PDF link,62733,300867,Pottery vessel or vessel ware,Belgisch grijs aw.:onbepaald,,keramiek,ROMMA,ROMMB,70,270,200,1,1,True,ABR,Archis3,197959,322873,,,https://data.cultureelerfgoed.nl/term/id/abr/4b513a89-9a8f-424e-842e-071014f972f0,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
11927,Schaesberg,Leenderhof,12707;12727,site-level only; not a find-to-PDF link,62737,300871,Pottery vessel or vessel ware,gladwandig aardewerk:onbepaald,,keramiek,ROMM,ROMM,70,270,200,1,298,True,ABR,Archis3,197959,322873,,,https://data.cultureelerfgoed.nl/term/id/abr/2a0729f1-99cd-466b-94a3-eda91ffb8a8e,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
11927,Schaesberg,Leenderhof,12707;12727,site-level only; not a find-to-PDF link,62742,300876,Pottery vessel or vessel ware,ruwwandig aardewerk:onbepaald,,keramiek,ROMM,ROMM,70,270,200,1,485,True,ABR,Archis3,197959,322873,,,https://data.cultureelerfgoed.nl/term/id/abr/eadc5a27-a4ae-4009-8694-719526bf9271,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
11927,Schaesberg,Leenderhof,12707;12727,site-level only; not a find-to-PDF link,62728,300862,Other/indeterminate ceramic object,object onbepaald,,keramiek,ROMM,ROMLA,70,350,280,1,9,True,ABR,Archis3,197959,322873,,"Waaslands aardewerk: micarijk zandig baksel dat zacht aanvoelt en grijs-of roodkleurig is gebakken (ook wel terra nigra- achtig aardewerk, Rupeliaans aardewerk, kustaardewerk of blauwgrijs aardewerk genoemd)",https://data.cultureelerfgoed.nl/term/id/abr/74b98e73-9a10-4a13-939b-060012d3dd5c,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62949,700430,Pottery vessel or vessel ware,gladwandig aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,17,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/2a0729f1-99cd-466b-94a3-eda91ffb8a8e,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62951,700432,Roofing ceramic,tegula,,keramiek,ROM,ROM,-12,450,462,1,2,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/1bd1d384-d48a-45d0-a057-5370bbb552ed,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62952,700433,Roofing ceramic,imbrex,,keramiek,ROM,ROM,-12,450,462,1,1,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/fa32056a-abd8-4504-b4fd-89a30c773a2b,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62960,290842,Roofing ceramic,tegula,,keramiek,ROMV,ROML,-12,450,462,1,5,True,ABR,Archis3,198700,318213,,,https://data.cultureelerfgoed.nl/term/id/abr/1bd1d384-d48a-45d0-a057-5370bbb552ed,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62962,290844,Pottery vessel or vessel ware,aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,6,True,ABR,Archis3,198700,318213,,,https://data.cultureelerfgoed.nl/term/id/abr/8289d9d4-bdc5-4c85-91fb-b11262b3c423,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62969,1374009,Pottery vessel or vessel ware,"aardewerk, gedraaid:onbepaald",,aardewerk,ROM,ROM,-12,450,462,1,26,True,ABR,Archis3,198520,318294,,Het grootste gedeelte van de scherven behoort tot ruwwandig gebruiksaardewerk. Verder maakt het gladwandige aardewerk (wellicht vooral kruikfragmenten) een belangrijk deel uit van het spectrum. De tafelwaar (voor eten en drinken) is afwezig. Ondanks de be,https://data.cultureelerfgoed.nl/term/id/abr/70f62ab2-09fe-47dd-aaf3-7cc456eca8b7,https://data.cultureelerfgoed.nl/term/id/abr/9084ba17-eefe-44db-8eab-d7b746668d9b,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62978,1374035,Pottery vessel or vessel ware,"aardewerk, gedraaid:onbepaald",,aardewerk,ROM,ROM,-12,450,462,1,3,True,ABR,Archis3,198641,318325,,,https://data.cultureelerfgoed.nl/term/id/abr/70f62ab2-09fe-47dd-aaf3-7cc456eca8b7,https://data.cultureelerfgoed.nl/term/id/abr/9084ba17-eefe-44db-8eab-d7b746668d9b,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62979,1374036,Building ceramic,bouwmateriaal,,keramiek,ROM,ROM,-12,450,462,1,2,True,ABR,Archis3,198641,318325,,"1 indet, 1 fragment imbrex",https://data.cultureelerfgoed.nl/term/id/abr/92b1f916-9967-46ce-96c7-f8478d730181,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62946,700427,Pottery vessel or vessel ware,"wrijfschaal, dikwandig aardew. - Stuart 148/Brunsting 37:verticale rand",Stuart 148; Brunsting 37,keramiek,ROMMA,ROMMA,10,50,40,1,5,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/91546fe2-da6a-44d7-b27c-ad6b7a782b39,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62939,700420,Pottery vessel or vessel ware,"Terra sigillata bord - Dragendorff 18/31, Midden-Oostgallisch",Dragendorff 18/31,keramiek,ROMMA,ROMMA,30,300,270,1,2,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/f56ed54d-e9ac-4076-b107-a13c43bd99ad,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62943,700424,Pottery vessel or vessel ware,ruwwandige beker - Stuart 204B:barbotine versiering,Stuart 204B,keramiek,ROMMA,ROMMA,40,80,40,1,2,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/6b5f9f07-fa0f-4f00-8416-cd4a7b3f0084,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62947,700428,Pottery vessel or vessel ware,"wrijfschaal, dikwandig aardew. - Stuart 149/Brunsting 36:horizontale rand",Stuart 149; Brunsting 36,keramiek,ROMMA,ROMMA,40,260,220,1,1,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/eccb2c45-69c4-44d5-8787-f2a87bef8ee3,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62937,700418,Pottery vessel or vessel ware,Terra sigillata kom - Dragendorff 37,Dragendorff 37,keramiek,ROMM,ROMM,60,300,240,1,2,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/b1b37df0-7b69-4f69-8763-75aeb778ff29,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62961,290843,Pottery vessel or vessel ware,gladwandige kruik - Stuart 129,Stuart 129,keramiek,ROMMA,ROMMA,70,105,35,1,1,True,Type,Archis3,198700,318213,,,https://data.cultureelerfgoed.nl/term/id/abr/dc6a8794-74f5-45c5-805e-0a721e37f9b1,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62941,700422,Pottery vessel or vessel ware,ruwwandig bord - Stuart 217,Stuart 217,keramiek,ROMMA,ROMMA,70,150,80,1,1,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/8cecc61d-9837-407a-be3d-cfc57521418b,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62942,700423,Pottery vessel or vessel ware,ruwwandig Romeins aardewerk:bord,,keramiek,ROMMA,ROMMA,70,150,80,1,2,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/29d1fde2-3661-42ed-a587-08206b64ba10,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62944,700425,Pottery vessel or vessel ware,ruwwandig aardewerk:onbepaald,,keramiek,ROMMA,ROMMA,70,150,80,1,9,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/eadc5a27-a4ae-4009-8694-719526bf9271,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62945,700426,Pottery vessel or vessel ware,dolium,,keramiek,ROMMA,ROMMA,70,150,80,1,3,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/0f542315-8ba5-4eb6-a93c-bdbfd378848f,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62948,700429,Pottery vessel or vessel ware,gladwandig Romeins aardewerk:kruik,,keramiek,ROMMA,ROMMA,70,150,80,1,1,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/8b63dd1c-e7c2-49e0-9863-b1b028197c7a,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62950,700431,Pottery vessel or vessel ware,"geverfd aardewerk, techniek b:onbepaald",,keramiek,ROMMA,ROMMA,70,150,80,1,1,True,ABR,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/a6eb10f8-0978-4176-a977-e783089bf327,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62940,700421,Pottery vessel or vessel ware,ruwwandige (kook)pot - Stuart 202:horizontale rand,Stuart 202,keramiek,ROMMA,ROMMA,75,200,125,1,6,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/69b1b397-5acd-4859-b4ca-b4d2aacffaaf,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12010,Kerkrade,De Locht,13070;13319;13473,site-level only; not a find-to-PDF link,62938,700419,Pottery vessel or vessel ware,"Terra sigillata bord - Dragendorff 31, Midden-Oostgallisch",Dragendorff 31,keramiek,ROMM,ROMM,150,300,150,1,1,True,Type,Archis3,198536,318270,,,https://data.cultureelerfgoed.nl/term/id/abr/93b06cc3-6d8b-4c73-9a15-5df2ad53a378,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63081,690669,Pottery vessel or vessel ware,dolium aardewerk:dolium groot formaat,,keramiek,ROMVA,ROMLA,-12,350,362,1,26,True,ABR,Archis3,180500,317640,,4r+22w.fragm. 3w.fragm. versierd,https://data.cultureelerfgoed.nl/term/id/abr/84b773b9-0ea8-466f-973b-1b7e3425eb74,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63050,659425,Roofing ceramic,dakpan,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,180500,317600,,,https://data.cultureelerfgoed.nl/term/id/abr/6f3f7beb-8f7e-46f6-953a-b59498922aa6,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63053,659428,Pottery vessel or vessel ware,vaatwerk,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,180500,317600,,,https://data.cultureelerfgoed.nl/term/id/abr/7bcfc891-1148-49e9-b28c-c10c90b444f4,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63054,659429,Pottery vessel or vessel ware,terra sigillata:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,180500,317600,,,https://data.cultureelerfgoed.nl/term/id/abr/2641545d-0da9-460f-96d5-048dd7a4479d,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63056,659431,Pottery vessel or vessel ware,pot,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,180500,317600,,,https://data.cultureelerfgoed.nl/term/id/abr/6cad8945-75f9-4a26-8007-d8f05db2c79f,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63077,690665,Pottery vessel or vessel ware,terra sigillata:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,5,True,ABR,Archis3,180500,317640,,,https://data.cultureelerfgoed.nl/term/id/abr/2641545d-0da9-460f-96d5-048dd7a4479d,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63080,690668,Pottery vessel or vessel ware,"wrijfschaal, dikwandig aardew.",,keramiek,ROM,ROM,-12,450,462,1,7,True,ABR,Archis3,180500,317640,,W.B. fragm.,https://data.cultureelerfgoed.nl/term/id/abr/671b3b1b-2521-4143-9188-14f1a921dc8f,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63083,690671,Pottery vessel or vessel ware,ruwwandig Romeins aardewerk:kan,,keramiek,ROM,ROM,-12,450,462,1,4,True,ABR,Archis3,180500,317640,,4 oor fr. 2 delig.,https://data.cultureelerfgoed.nl/term/id/abr/7840b79a-9458-4d6b-b797-47067bd805c2,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63087,690675,Pottery vessel or vessel ware,ruwwandig Romeins aardewerk:deksel,,keramiek,ROM,ROM,-12,450,462,1,1,True,ABR,Archis3,180500,317640,,,https://data.cultureelerfgoed.nl/term/id/abr/e5598609-a462-49ab-a8bb-b4c856a98e5a,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63088,690676,Pottery vessel or vessel ware,ruwwandig aardewerk:onbepaald,,keramiek,ROM,ROM,-12,450,462,1,14,True,ABR,Archis3,180500,317640,,Div. r.w.b. fr.,https://data.cultureelerfgoed.nl/term/id/abr/eadc5a27-a4ae-4009-8694-719526bf9271,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
12019,Bemelen,Bemelerweg,12706;12726,site-level only; not a find-to-PDF link,63089,690677,Roofing ceramic,tegula,,keramiek,ROM,ROM,-12,450,462,1,,False,ABR,Archis3,180500,317640,,Niet allemaal verzameld!!,https://data.cultureelerfgoed.nl/term/id/abr/1bd1d384-d48a-45d0-a057-5370bbb552ed,https://data.cultureelerfgoed.nl/term/id/abr/6d7809db-db25-4c09-90c3-e455f61148a9,Selected villa site; all ceramic objects included; complete date range within ARCHIS Roman period -12 to 450; one analytical record per FindID
