SiteID,Name,X-coordinate,Y-coordinate
6124,Maastricht,179068,320502
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6124,Maastricht,179050,320500
6124,Maastricht,179050,320500
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6124,Maastricht,179050,320500
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6124,Maastricht,179050,320500
6202,Maastricht,179279,320515
6124,Maastricht,179050,320500
6124,Maastricht,179050,320500
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6124,Maastricht,179050,320500
6124,Maastricht,179050,320500
6159,Maastricht,176750,317650
6159,Maastricht,176750,317650
6202,Maastricht,179279,320515
6159,Maastricht,176750,317650
6202,Maastricht,179279,320515
6159,Maastricht,176750,317650
6200,Meerssen,178293,320015
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6200,Meerssen,178293,320015
6200,Meerssen,178293,320015
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6200,Meerssen,178293,320015
6202,Maastricht,179279,320515
6200,Meerssen,178293,320015
6202,Maastricht,179279,320515
6200,Meerssen,178285,319976
6202,Maastricht,179400,320400
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179400,320400
6202,Maastricht,179400,320400
6202,Maastricht,179400,320400
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
6202,Maastricht,179279,320515
11899,Kerkrade,202700,322000
11899,Kerkrade,202625,321975
11899,Kerkrade,202700,322000
11899,Kerkrade,202625,321975
11899,Kerkrade,202700,322000
11899,Kerkrade,202600,322100
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202750,322150
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11901,Heerlen,198910,316640
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11901,Heerlen,198909,316602
11899,Kerkrade,202625,321975
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11899,Kerkrade,202625,321975
11901,Heerlen,198817,316716
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11899,Kerkrade,202625,321975
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11899,Kerkrade,202625,321975
11901,Heerlen,198940,316420
11899,Kerkrade,202625,321975
11901,Heerlen,198940,316420
11901,Heerlen,198940,316420
11899,Kerkrade,202625,321975
11899,Kerkrade,202625,321975
11899,Kerkrade,202650,322000
11901,Heerlen,198900,316620
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11899,Kerkrade,202650,322000
11901,Heerlen,198900,316620
11901,Heerlen,198910,316640
11901,Heerlen,198900,316620
11901,Heerlen,198910,316640
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198910,316640
11901,Heerlen,198910,316640
11901,Heerlen,198910,316640
11901,Heerlen,198950,316780
11901,Heerlen,198950,316780
11901,Heerlen,198900,316620
11901,Heerlen,198909,316602
11901,Heerlen,198909,316602
11901,Heerlen,198909,316602
11901,Heerlen,198909,316602
11901,Heerlen,198900,316620
11901,Heerlen,198909,316602
11901,Heerlen,198909,316602
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198900,316620
11901,Heerlen,198817,316716
11901,Heerlen,198817,316716
11901,Heerlen,198900,316620
11901,Heerlen,198817,316716
11901,Heerlen,198940,316420
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198940,316420
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198909,316384
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196900,322150
11903,Heerlen,196900,322150
11903,Heerlen,196500,321800
11901,Heerlen,198900,316620
11903,Heerlen,196540,322020
11903,Heerlen,196540,322020
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196540,321990
11903,Heerlen,196540,321990
11903,Heerlen,196540,321990
11903,Heerlen,196540,321990
11903,Heerlen,196300,322100
11903,Heerlen,196300,322100
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11901,Heerlen,198900,316620
11903,Heerlen,196300,321600
11903,Heerlen,196660,321860
11903,Heerlen,196660,321860
11903,Heerlen,196350,321880
11903,Heerlen,196350,321880
11901,Heerlen,198900,316620
