report_id,site_name,page,pottery,typology,term_found,term_found_normalized_en,quantity,start_date,end_date,date_method,context_label,pot_name_certainty_level,pot_name_llm_reasoning,pot_presence_certainty_level,pot_presence_llm_reasoning,dates_certainty_level,date_llm_reasoning,overall_certainty_level,original_text,std_vocabulary,std_ware_code,std_ware_label,std_form_code,std_form_label,std_combined_code,std_combined_label
12715,322200,47,Coarse ware bowl,Stuart 210,ruwwandige pot Stuart 210,Coarse ware bowl,,70,260,claude+typology,present,10,Explicitly identified with typology code Stuart 210.,10,Explicitly found during the investigation.,10,dated from typology code (only as certain as the identification),10,"type Stuart 201, Stuart 210 en Niederbieber 89",ABR,RUW,ruwwandig Romeins aardewerk,KOM.KOM,kom,RUWKOM.ST210,ruwwandige kom - Stuart 210/Brunsting 5
12715,322200,47,Coarse ware cooking pot,Niederbieber 89,ruwwandige pot Niederbieber 89,Coarse ware cooking pot,,150,300,claude+typology,present,10,Explicitly identified with typology code Niederbieber 89.,10,Explicitly found during the investigation.,10,dated from typology code (only as certain as the identification),10,"type Stuart 201, Stuart 210 en Niederbieber 89. Deze typen zijn grofweg in de eerste drie eeuwen van de jaartelling te dateren, met de aantekening dat het type Niederbieber 89 pas vanaf het tweede kwart van de 2e eeuw in gebruik kwam.",ABR,RUW,ruwwandig Romeins aardewerk,POT,pot,RUWPOT.NB89,ruwwandige (kook)pot - Niederbieber 89:dekselgeul
12715,Heerlen,41,Coarse ware,,ruwwandig fragment,Coarse ware,1,-12,450,claude_text,present,9,Explicitly identified as a coarse ware fragment dating to the Roman period.,10,Explicitly found in waterput spoor 127.,8,date read from the passage,9,In de put zijn verder elf fragmenten aardewerk aangetroffen waarvan één ruwwandig fragment dateert in de Romeinse tijd.,ABR,RUW,ruwwandig Romeins aardewerk,,,,
12715,322200,59,Zuid-Limburgs aardewerk (indet.),pi-,indet. pi-,Zuid-Limburgs aardewerk (indet.),,,,claude,present,5,"Indeterminate Zuid-Limburgs aardewerk, period I, no specific form identified.",9,"Listed in finds table for Heerlen, De Nor, period I.",0,no date stated,5,"indet.
52
517
2
-
pi-
52
517
2
-",,,,,,,
12715,322200,59,Beaker,pi-bek-(9),beker pi-bek-(9),Beaker,1,,,claude,present,8,Typology code pi-bek-(9) given in table for period I.,9,"Listed in finds table for Heerlen, De Nor, period I.",0,no date stated,6,"beker
8
47
3
0, 11
pi-bek-(9)
2
2
1
0, 05
pi-bek
6
45
2
0, 06",ABR,,,BEKER,beker,,
12715,322200,59,Globular pot,pi-kog-1,kogelpot pi-kog-1,Globular pot,14,,,claude,present,8,Typology code pi-kog-1 given in table for period vroeg/midden I.,9,"Listed in finds table for Heerlen, De Nor, period vroeg/midden I.",0,no date stated,6,"vroeg/midden I
28
499
14
2, 32
kogelpot
28
499
14
2, 32
pi-kog-1
28
499
14
2, 32",,,,,,,
12715,322200,59,Pot,pi-pot-2,pot pi-pot-2,Pot,1,,,claude,present,8,Typology code pi-pot-2 given in table for period midden I.,9,"Listed in finds table for Heerlen, De Nor, period midden I.",0,no date stated,6,"pot
3
53
1
0, 12
pi-pot-2
3
53
1
0, 12",,,,,,,
12715,322200,61,Pot,pi-pot,pot pi-pot,Pot,1,,,claude,present,8,Typology code pi-pot given in table for period laat I/Ia.,9,"Listed in finds table for Heerlen, De Nor, period laat I/Ia.",0,no date stated,6,"pot
1
11
1
0, 15
pi-pot
1
11
1
0, 15",,,,,,,
12715,322200,61,Beaker,pi-bek-3,beker pi-bek-3,Beaker,1,,,claude,present,8,Typology code pi-bek-3 given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"pi-bek-3
4
64
1
0, 15",ABR,,,BEKER,beker,,
12715,322200,61,Beaker,pi-bek,beker pi-bek,Beaker,3,,,claude,present,8,Typology code pi-bek given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"pi-bek
8
114
3
0, 94",ABR,,,BEKER,beker,,
12715,322200,61,Globular pot,pi-kog-1,kogelpot pi-kog-1,Globular pot,2,,,claude,present,8,Typology code pi-kog-1 given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"kogelpot
5
109
3
0, 54
pi-kog-1
4
30
2
0, 13",,,,,,,
12715,322200,61,Globular pot,pi-kog-2,kogelpot pi-kog-2,Globular pot,1,,,claude,present,8,Typology code pi-kog-2 given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"pi-kog-2
1
79
1
0, 41",,,,,,,
12715,322200,61,Bowl,pi-kom,kom pi-kom,Bowl,2,,,claude,present,8,Typology code pi-kom given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"kom
6
22
2
0, 06
pi-kom
6
22
2
0, 06",ABR,,,KOM.KOM,kom,,
12715,322200,61,Pot,pi-pot-4,pot pi-pot-4,Pot,1,,,claude,present,8,Typology code pi-pot-4 given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"pot
12
177
5
0, 90
pi-pot-4
1
18
1
0, 15",,,,,,,
12715,322200,61,Pot,pi-pot-12,pot pi-pot-12,Pot,2,,,claude,present,8,Typology code pi-pot-12 given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"pi-pot-12
6
68
2
0, 33",,,,,,,
12715,322200,61,Pot,pi-pot-19,pot pi-pot-19,Pot,2,,,claude,present,8,Typology code pi-pot-19 given in table for period Ia.,9,"Listed in finds table for Heerlen, De Nor, period Ia.",0,no date stated,6,"pi-pot-19
5
91
2
0, 42",,,,,,,
12715,322200,61,Beaker,pi-bek,beker pi-bek,Beaker,2,,,claude,present,8,Typology code pi-bek given in table for period Ia/II.,9,"Listed in finds table for Heerlen, De Nor, period Ia/II.",0,no date stated,6,"pi-bek
3
124
2
0, 15",ABR,,,BEKER,beker,,
12715,322200,61,Flagon,pi-kan-1,kan pi-kan-1,Flagon,5,,,claude,present,8,Typology code pi-kan-1 given in table for period Ia/II.,9,"Listed in finds table for Heerlen, De Nor, period Ia/II.",0,no date stated,6,"kan
14
515
8
1, 06
pi-kan-1
9
367
5
0, 88",ABR,,,MKKRUIK,kruik,,
12715,322200,61,Flagon,pi-kan,kan pi-kan,Flagon,3,,,claude,present,8,Typology code pi-kan given in table for period Ia/II.,9,"Listed in finds table for Heerlen, De Nor, period Ia/II.",0,no date stated,6,"pi-kan
5
148
3
0, 18",ABR,,,MKKRUIK,kruik,,
12715,322200,61,Globular pot,pi-kog-1,kogelpot pi-kog-1,Globular pot,2,,,claude,present,8,Typology code pi-kog-1 given in table for period Ia/II.,9,"Listed in finds table for Heerlen, De Nor, period Ia/II.",0,no date stated,6,"kogelpot
9
65
2
0, 12
pi-kog-1
9
65
2
0, 12",,,,,,,
12715,322200,61,Pot,pi-pot,pot pi-pot,Pot,2,,,claude,present,8,Typology code pi-pot given in table for period Ia/II.,9,"Listed in finds table for Heerlen, De Nor, period Ia/II.",0,no date stated,6,"pot
4
32
2
-
pi-pot
4
32
2
-",,,,,,,
12715,322200,61,Flagon,pi-kan-1,kan pi-kan-1,Flagon,1,,,claude,present,8,Typology code pi-kan-1 given in table for period II.,9,"Listed in finds table for Heerlen, De Nor, period II.",0,no date stated,6,"kan
19
608
2
0, 46
pi-kan-1
18
572
1
0, 28",ABR,,,MKKRUIK,kruik,,
12715,322200,61,Flagon,pi-kan,kan pi-kan,Flagon,1,,,claude,present,8,Typology code pi-kan given in table for period II.,9,"Listed in finds table for Heerlen, De Nor, period II.",0,no date stated,6,"pi-kan
1
36
1
0, 18",ABR,,,MKKRUIK,kruik,,
12715,322200,61,Pot,pi-pot-7,pot pi-pot-7,Pot,2,,,claude,present,8,Typology code pi-pot-7 given in table for period II.,9,"Listed in finds table for Heerlen, De Nor, period II.",0,no date stated,6,"pot
2
25
2
0, 28
pi-pot-7
2
25
2
0, 28",,,,,,,
12715,322200,62,Beaker,pi-bek-1,pi-bek-1,Beaker,1,,,claude,present,8,Typology code pi-bek-1 given in figure caption for period Ia.,9,"Catalogued find V203.01-0 from Heerlen, De Nor.",0,no date stated,6,"V203.01-0
pi-bek-1",ABR,,,BEKER,beker,,
12715,322200,62,Pot,pi-pot-19,pi-pot-19,Pot,1,,,claude,present,8,Typology code pi-pot-19 given in figure caption for period Ia.,9,"Catalogued find V93.01-1 from Heerlen, De Nor.",0,no date stated,6,"V93.01-1
pi-pot-19",,,,,,,
12715,322200,62,Beaker,pi-bek,pi-bek,Beaker,1,,,claude,present,8,Typology code pi-bek given in figure caption for period Ia.,9,"Catalogued find V83.01-7 from Heerlen, De Nor.",0,no date stated,6,"V83.01-7
pi-bek",ABR,,,BEKER,beker,,
12715,322200,62,Beaker,pi-bek,pi-bek,Beaker,1,,,claude,present,8,Typology code pi-bek given in figure caption for period Ia.,9,"Catalogued find V37.00-5 from Heerlen, De Nor.",0,no date stated,6,"V37.00-5
pi-bek",ABR,,,BEKER,beker,,
12715,322200,62,Beaker,pi-bek-3,pi-bek-3,Beaker,1,,,claude,present,8,Typology code pi-bek-3 given in figure caption for period Ia.,9,"Catalogued find V137.01-5 from Heerlen, De Nor.",0,no date stated,6,"V137.01-5
pi-bek-3",ABR,,,BEKER,beker,,
12715,322200,62,Pot,pi-pot-12,pi-pot-12,Pot,1,,,claude,present,8,Typology code pi-pot-12 given in figure caption for period Ia.,9,"Catalogued find V152.01-5 from Heerlen, De Nor.",0,no date stated,6,"V152.01-5
pi-pot-12",,,,,,,
12715,322200,62,Globular pot,pi-kog-2,pi-kog-2,Globular pot,1,,,claude,present,8,Typology code pi-kog-2 given in figure caption for period Ia.,9,"Catalogued find V200.01-3 from Heerlen, De Nor.",0,no date stated,6,"V200.01-3
pi-kog-2",,,,,,,
12715,322200,62,Pot,pi-pot-19,pi-pot-19,Pot,1,,,claude,present,8,Typology code pi-pot-19 given in figure caption for period Ia.,9,"Catalogued find V101.01-6 from Heerlen, De Nor.",0,no date stated,6,"V101.01-6
pi-pot-19",,,,,,,
12715,322200,62,Bowl,pi-kom,pi-kom,Bowl,1,,,claude,present,8,Typology code pi-kom given in figure caption for period Ia.,9,"Catalogued find V87.01-13 from Heerlen, De Nor.",0,no date stated,6,"V87.01-13
pi-kom",ABR,,,KOM.KOM,kom,,
12715,322200,63,Flagon,pi-kan-1,pi-kan-1,Flagon,1,,,claude,present,8,Typology code pi-kan-1 given in figure caption for period II.,9,"Catalogued find V200.01-1 from Heerlen, De Nor.",0,no date stated,6,"V200.01-1
pi-kan-1",ABR,,,MKKRUIK,kruik,,
12715,322200,63,Pot,pi-pot-7,pi-pot-7,Pot,1,,,claude,present,8,Typology code pi-pot-7 given in figure caption for period II.,9,"Catalogued find V140.01-2 from Heerlen, De Nor.",0,no date stated,6,"V140.01-2
pi-pot-7",,,,,,,
12715,322200,64,Proto-stoneware (indet.),s5-,indet. s5-,Proto-stoneware (indet.),3,,,claude,present,7,Indeterminate proto-stoneware (s5) listed in table for period III.,9,"Listed in finds table for Heerlen, De Nor, period III.",0,no date stated,5,"III
55
1.064
11
0, 67
indet.
41
440
3
-
s5-
41
440
3
-",,,,,,,
12715,322200,64,Grape,s5-gra-2,grape s5-gra-2,Grape,1,,,claude,present,8,Typology code s5-gra-2 given in table for period III.,9,"Listed in finds table for Heerlen, De Nor, period III.",0,no date stated,6,"grape
2
80
1
0, 07
s5-gra-2
2
80
1
0, 07",ABR,,,GRAPE,grape,,
12715,322200,64,Flagon,s5-kan-6,kan s5-kan-6,Flagon,1,,,claude,present,8,Typology code s5-kan-6 given in table for period III.,9,"Listed in finds table for Heerlen, De Nor, period III.",0,no date stated,6,"kan
11
529
6
0, 60
s5-kan-6
2
41
1
0, 27",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Flagon,s5-kan,kan s5-kan,Flagon,5,,,claude,present,8,Typology code s5-kan given in table for period III.,9,"Listed in finds table for Heerlen, De Nor, period III.",0,no date stated,6,"s5-kan
9
488
5
0, 33",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Pot,s5-pot,pot s5-pot,Pot,1,,,claude,present,8,Typology code s5-pot given in table for period III.,9,"Listed in finds table for Heerlen, De Nor, period III.",0,no date stated,6,"pot
1
15
1
-
s5-pot
1
15
1
-",,,,,,,
12715,322200,64,Proto-stoneware (indet.),s5-,indet. s5-,Proto-stoneware (indet.),2,,,claude,present,7,Indeterminate proto-stoneware (s5) listed in table for period III/IV.,9,"Listed in finds table for Heerlen, De Nor, period III/IV.",0,no date stated,5,"III/IV
37
760
5
0, 24
indet.
15
267
2
-
s5-
15
267
2
-",,,,,,,
12715,322200,64,Beaker,s5-bek,beker s5-bek,Beaker,1,,,claude,present,8,Typology code s5-bek given in table for period III/IV.,9,"Listed in finds table for Heerlen, De Nor, period III/IV.",0,no date stated,6,"beker
6
54
1
-
s5-bek
6
54
1
-",ABR,,,BEKER,beker,,
12715,322200,64,Flagon,s5-kan-3,kan s5-kan-3,Flagon,1,,,claude,present,8,Typology code s5-kan-3 given in table for period III/IV.,9,"Listed in finds table for Heerlen, De Nor, period III/IV.",0,no date stated,6,"kan
16
439
2
0, 24
s5-kan-3
2
32
1
0, 17",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Flagon,s5-kan,kan s5-kan,Flagon,1,,,claude,present,8,Typology code s5-kan given in table for period III/IV.,9,"Listed in finds table for Heerlen, De Nor, period III/IV.",0,no date stated,6,"s5-kan
14
407
1
0, 07",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Stoneware (indet.),s5-,indet. s5-,Stoneware (indet.),,,,claude,present,7,Indeterminate proto-stoneware (s5) listed in table for period IV.,9,"Listed in finds table for Heerlen, De Nor, period IV.",0,no date stated,5,"IV
45
1.040
6
1, 21
indet.
8
95
-
-
s5-
2
27
-
-",,,,,,,
12715,322200,64,Stoneware (indet.),s2-,indet. s2-,Stoneware (indet.),,,,claude,present,7,Indeterminate stoneware (s2) listed in table for period IV.,9,"Listed in finds table for Heerlen, De Nor, period IV.",0,no date stated,5,"s2-
6
68
-
-",,,,,,,
12715,322200,64,Flagon,s2-kan-23,kan s2-kan-23,Flagon,3,,,claude,present,8,Typology code s2-kan-23 given in table for period IV.,9,"Listed in finds table for Heerlen, De Nor, period IV.",0,no date stated,6,"kan
37
945
6
1, 21
s2-kan-23
26
509
3
1, 11",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Flagon,s2-kan,kan s2-kan,Flagon,3,,,claude,present,8,Typology code s2-kan given in table for period IV.,9,"Listed in finds table for Heerlen, De Nor, period IV.",0,no date stated,6,"s2-kan
11
436
3
0, 10",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Stoneware (indet.),s5-,indet. s5-,Stoneware (indet.),,,,claude,present,7,Indeterminate proto-stoneware (s5) listed in table for period IV/V.,9,"Listed in finds table for Heerlen, De Nor, period IV/V.",0,no date stated,5,"IV/V
25
653
5
0, 23
indet.
10
134
-
-
s5-
1
4
-
-",,,,,,,
12715,322200,64,Stoneware (indet.),s2-,indet. s2-,Stoneware (indet.),,,,claude,present,7,Indeterminate stoneware (s2) listed in table for period IV/V.,9,"Listed in finds table for Heerlen, De Nor, period IV/V.",0,no date stated,5,"s2-
9
130
-
-",,,,,,,
12715,322200,64,Flagon,s2-kan,kan s2-kan,Flagon,5,,,claude,present,8,Typology code s2-kan given in table for period IV/V.,9,"Listed in finds table for Heerlen, De Nor, period IV/V.",0,no date stated,6,"kan
15
519
5
0, 23
s2-kan
15
519
5
0, 23",ABR,,,MKKRUIK,kruik,,
12715,322200,64,Stoneware (indet.),s2-,indet. s2-,Stoneware (indet.),,,,claude,present,7,Indeterminate stoneware (s2) listed in table for period V.,9,"Listed in finds table for Heerlen, De Nor, period V.",0,no date stated,5,"V
24
1.170
5
0, 62
indet.
12
252
-
-
s2-
11
182
-
-",,,,,,,
12715,322200,64,Stoneware (indet.),s1-,indet. s1-,Stoneware (indet.),1,,,claude,present,7,Indeterminate stoneware (s1) listed in table for period V.,9,"Listed in finds table for Heerlen, De Nor, period V.",0,no date stated,5,"s1-
1
70
1
0, 26",,,,,,,
12715,322200,64,Flagon,s2-kan,kan s2-kan,Flagon,4,,,claude,present,8,Typology code s2-kan given in table for period V.,9,"Listed in finds table for Heerlen, De Nor, period V.",0,no date stated,6,"kan
12
918
4
0, 36
s2-kan
12
918
4
0, 36",ABR,,,MKKRUIK,kruik,,
12715,322200,65,Flagon,s5-kan-6,s5-kan-6,Flagon,1,,,claude,present,8,Typology code s5-kan-6 given in figure caption for period III.,9,"Catalogued find V193.01-5 from Heerlen, De Nor.",0,no date stated,6,"V193.01-5
s5-kan-6",ABR,,,MKKRUIK,kruik,,
12715,322200,65,Flagon,s2-kan-23,s2-kan-23,Flagon,1,,,claude,present,8,Typology code s2-kan-23 given in figure caption for period IV.,9,"Catalogued find V152.01-1 from Heerlen, De Nor.",0,no date stated,6,"V152.01-1
s2-kan-23",ABR,,,MKKRUIK,kruik,,
12715,322200,65,Flagon,s2-kan-59,s2-kan-59,Flagon,1,,,claude,present,8,"Typology code s2-kan-59 given in figure caption, possibly from Langerwehe.",7,"Catalogued find V144.00-0 from Heerlen, De Nor, labelled Langerwehe?.",0,no date stated,5,"V144.00-0
s2-kan-59",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Stoneware (indet.),s5-,s5-,Stoneware (indet.),,,,claude,present,7,Indeterminate proto-stoneware (s5) listed in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"onbekend
80
3.868
22
2, 63
s5-
13
103
-
-",,,,,,,
12715,322200,67,Stoneware (indet.),s2-,s2-,Stoneware (indet.),5,,,claude,present,7,Indeterminate stoneware (s2) listed in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"s2-
23
1.172
5
-",,,,,,,
12715,322200,67,Stoneware (indet.),s1-,s1-,Stoneware (indet.),1,,,claude,present,7,Indeterminate stoneware (s1) listed in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,5,"s1-
1
106
1
-",,,,,,,
12715,322200,67,Beaker,s5-bek,s5-bek,Beaker,2,,,claude,present,8,Typology code s5-bek given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s5-bek
3
116
2
-",ABR,,,BEKER,beker,,
12715,322200,67,Bottle,s2-fle-4,s2-fle-4,Bottle,1,,,claude,present,8,Typology code s2-fle-4 given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-fle-4
1
142
1
1, 00",,,,,,,
12715,322200,67,Flagon,s5-kan-1,s5-kan-1,Flagon,2,,,claude,present,8,Typology code s5-kan-1 given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s5-kan-1
6
371
2
0, 40",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon,s5-kan,s5-kan,Flagon,1,,,claude,present,8,Typology code s5-kan given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s5-kan
1
59
1
-",ABR,,,MKKRUIK,kruik,,
12715,322200,67,Flagon,s2-kan-13,s2-kan-13,Flagon,1,,,claude,present,8,Typology code s2-kan-13 given in 'overig steengoed' table.,9,"Listed in finds table for Heerlen, De Nor.",0,no date stated,6,"s2-kan-13
1
108
1
1, 00",ABR,,,MKKRUIK,kruik,,
